CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
2799,FANEESP - FACULDADE NACIONAL DE EDUCAÇÃO E ENSINO SUPERIOR DO PARANÁ,FANEESP,Privada,N,N,N,Faculdade,000000004101804,Araucária,PR,Ativa
21950,FACULDADE TUCURUÍ,FATUC,Privada,N,N,N,Faculdade,000000001508100,Tucuruí,PA,Ativa
2427,FACULDADE LUSÓFONA DA BAHIA,FL-BA,Privada,N,N,N,Faculdade,000000002927408,Salvador,BA,Ativa
19130,FACULDADE SERRA GERAL,FASG,Privada,N,N,N,Faculdade,000000003135100,Janaúba,MG,Ativa
17598,FACULDADE PROF. WLADEMIR DOS SANTOS,WLASAN,Privada,N,N,N,Faculdade,000000003552205,Sorocaba,SP,Ativa
18255,FACULDADE DE EDUCAÇÃO E TECNOLOGIA DE ARARAQUARA,FETEC - ARARAQUARA,Privada,N,N,N,Faculdade,000000003503208,Araraquara,SP,Extinta
23394,Faculdade de Engenharia e Administração Paulista,FEAP,Privada,N,N,N,Faculdade,000000003504503,Avaré,SP,Ativa
5099,FACULDADE DE TECNOLOGIA DE SÃO BERNARDO DO CAMPO,FATEC-SB,Pública,N,N,N,Faculdade,000000003548708,São Bernardo do Campo,SP,Ativa
1846,CENTRO UNIVERSITÁRIO DE LINS,UNILINS,Privada,N,N,N,Centro Universitário,000000003527108,Lins,SP,Ativa
14717,Centro Universitário Maurício de Nassau de Caruaru,Uninassau Caruaru,Privada,N,N,N,Centro Universitário,000000002604106,Caruaru,PE,Ativa
1224,CENTRO UNIVERSITÁRIO DE JALES,UNIJALES,Privada,N,N,N,Centro Universitário,000000003524808,Jales,SP,Ativa
5316,Faculdades Unificadas de Leopoldina,FUL,Privada,N,N,N,Faculdade,000000003138401,Leopoldina,MG,Ativa
5439,CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS,UNICEPLAC,Privada,N,N,N,Centro Universitário,000000005300108,Brasília,DF,Ativa
4847,FACULDADE CATÓLICA DO RIO GRANDE DO NORTE,null,Privada,N,N,N,Faculdade,000000002408003,Mossoró,RN,Ativa
829,UNIVERSIDADE ESTADUAL DO TOCANTINS,UNITINS,Pública,N,N,N,Universidade,000000001721000,Palmas,TO,Ativa
18267,FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE,FACIGMA,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Ativa
14114,Faculdade Presidente Antônio Carlos de Mutum,FUNEES Mutum,Privada,N,N,N,Faculdade,000000003144003,Mutum,MG,Extinta
1503,FACULDADE DOUTOR LEOCÁDIO JOSÉ CORREIA,FALEC,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Extinta
720,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DO CABO DE SANTO AGOSTINHO,FACHUCA,Pública,N,N,N,Faculdade,000000002602902,Cabo de Santo Agostinho,PE,Ativa
1130,FACULDADE METODISTA DE CIÊNCIAS HUMANAS E EXATAS,METODISTA,Privada,N,N,N,Faculdade,000000003506508,Birigui,SP,Ativa
3448,INSTITUTO SUPERIOR DE EDUCAÇÃO IBITURUNA,null,Privada,N,N,N,Faculdade,000000003143302,Montes Claros,MG,Ativa
2380,Faculdade Estácio do Amapá - Estácio Amapá,ESTÁCIO AMAPÁ,Privada,N,N,N,Faculdade,000000001600303,Macapá,AP,Ativa
12430,FACULDADE METROPOLITANA SÃO CARLOS BJI,FAMESC-BJI,Privada,N,N,N,Faculdade,000000003300605,Bom Jesus do Itabapoana,RJ,Ativa
4092,FACULDADE DE TECNOLOGIA PEDRO ROGÉRIO GARCIA,FATTEP,Privada,N,N,N,Faculdade,000000004204301,Concórdia,SC,Extinta
16107,FACULDADE PASSIONISTA DE EDUCAÇÃO DE CURITIBA,Fapec,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Extinta
1453,FACULDADE LOGOS INTERNACIONAL,FALI,Privada,N,N,N,Faculdade,000000004126256,Sarandi,PR,Extinta
3954,FACULDADE EDUCACIONAL JURÍDICA E GERENCIAL DE OLIVEIRA,FEJUGO,Privada,N,N,N,Faculdade,000000003145604,Oliveira,MG,Ativa
214,FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG,FEAMIG,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
18064,CENTRO TECNOLÓGICO POSITIVO,CTPositivo,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Extinta
2459,FACULDADE DE ESTUDOS AVANÇADOS DO PARÁ,FEAPA,Privada,N,N,N,Faculdade,000000001501402,Belém,PA,Ativa
18874,FACULDADE RAIMUNDO MARINHO DE PENEDO,,Privada,N,N,N,Faculdade,000000002706703,Penedo,AL,Ativa
25175,Faculdade de Lucas do Rio Verde,UNIFAMA,Privada,N,N,N,Faculdade,000000005105259,Lucas do Rio Verde,MT,Ativa
14122,Faculdade Presidente Antônio Carlos de Belo Oriente,FUNEES Belo Oriente,Privada,N,N,N,Faculdade,000000003106309,Belo Oriente,MG,Extinta
1410,Faculdade Área1 Wyden,Área1 Wyden,Privada,N,N,N,Faculdade,000000002927408,Salvador,BA,Ativa
716,FACULDADES INTEGRADAS DE BOTUCATU,null,Privada,N,N,N,Faculdade,000000003507506,Botucatu,SP,Ativa
26135,Fundação Dom Cabral - Ensino Superior,FDC,Privada,N,N,N,Faculdade,000000003144805,Nova Lima,MG,Ativa
1559,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Privada,N,N,N,Centro Universitário,000000003201506,Colatina,ES,Ativa
14237,INSTITUTO SUPERIOR DE EDUCAÇÃO DE CLÁUDIO,ISEC,Privada,N,N,N,Faculdade,000000003116605,Cláudio,MG,Extinta
1359,Faculdade Multivix Nova Venécia,MULTIVIX NOVA VENÉCI,Privada,N,N,N,Faculdade,000000003203908,Nova Venécia,ES,Ativa
701,FACULDADES INTEGRADAS DE GARANHUNS,FACIGA,Pública,N,N,N,Faculdade,000000002606002,Garanhuns,PE,Ativa
686,FACULDADE DE CIÊNCIAS APLICADAS DE LIMOEIRO,FACAL,Pública,N,N,N,Faculdade,000000002608909,Limoeiro,PE,Ativa
5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pública,N,N,N,Universidade,000000004301602,Bagé,RS,Ativa
13133,FACULDADE ANHANGUERA DE GOIÂNIA,null,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
3362,INSTITUTO DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS,ICHSA-TRÊS PONTAS,Privada,N,N,N,Faculdade,000000003169406,Três Pontas,MG,Extinta
3830,INSTITUTO CENTRO DE ENSINO TECNOLÓGICO - SOBRAL,CENTEC,Privada,N,N,N,Faculdade,000000002312908,Sobral,CE,Extinta
1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,UNIFIAN,Privada,N,N,N,Centro Universitário,000000003526704,Leme,SP,Ativa
1469,FACULDADE CESUSC,null,Privada,N,N,N,Faculdade,000000004205407,Florianópolis,SC,Ativa
4211,Faculdade ESAMC São Paulo - ESAMC,ESAMC,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
17892,FACULDADE DE ESTUDOS BÍBLICOS INTERDISCIPLINARES,FEBI,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
1609,FACULDADE DOS CERRADOS PIAUIENSES,FCP,Privada,N,N,N,Faculdade,000000002202901,Corrente,PI,Ativa
776,FACULDADE DE CIÊNCIAS CONTÁBEIS DE JEQUIÉ,FCCJ,Privada,N,N,N,Faculdade,000000002918001,Jequié,BA,Extinta
2205,Faculdade REGES de Tupi Paulista,null,Privada,N,N,N,Faculdade,000000003555109,Tupi Paulista,SP,Ativa
845,FACULDADE DA FUNDAÇÃO EDUCACIONAL ARAÇATUBA,FAC-FEA,Privada,N,N,N,Centro Universitário,000000003502804,Araçatuba,SP,Ativa
21926,FACULDADE METROPOLITANA DE JOINVILLE,FAMEVILLE,Privada,N,N,N,Faculdade,000000004209102,Joinville,SC,Ativa
2773,FACULDADE ANHANGUERA DE MACAPÁ,null,Privada,N,N,N,Faculdade,000000001600303,Macapá,AP,Ativa
4846,Centro Universitário Vértice,UNIVÉRTIX,Privada,N,N,N,Centro Universitário,000000003140902,Matipó,MG,Ativa
22125,Faculdade de Ciências Jurídicas de Bom Jesus da Lapa,,Privada,N,N,N,Faculdade,000000002903904,Bom Jesus da Lapa,BA,Ativa
2440,FACULDADE CIDADE DE JOÃO PINHEIRO,FCJP,Privada,N,N,N,Faculdade,000000003136306,João Pinheiro,MG,Ativa
24550,FACULDADE ITPAC SANTA INES,ITPAC SANTA INÊS,Privada,N,N,N,Faculdade,000000002109908,Santa Inês,MA,Ativa
10059,FACULDADE DE TECNOLOGIA DE ENSINO SUPERIOR - FATEC,CENTES,Privada,N,N,N,Faculdade,000000003143302,Montes Claros,MG,Extinta
1865,Faculdade Alvorada Paulista,FALP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
195,FACULDADE PRESBITERIANA MACKENZIE RIO,null,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
218,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE DUQUE DE CAXIAS",FFCLDC,Privada,N,N,N,Faculdade,000000003301702,Duque de Caxias,RJ,Extinta
917,FACULDADE DE CIÊNCIAS CONTÁBEIS DE NAVIRAI,FACINAV,Privada,N,N,N,Faculdade,000000005005707,Naviraí,MS,Extinta
5276,Faculdade Doctum de Carangola,DOCTUM,Privada,N,N,N,Faculdade,000000003113305,Carangola,MG,Ativa
4209,FACULDADE DE TECNOLOGIA CÉSAR LATTES,null,Privada,N,N,N,Faculdade,000000003523909,Itu,SP,Extinta
14158,FACULDADE DE TECNOLOGIA DE NOVO CABRAIS,,Privada,N,N,N,Faculdade,000000004313391,Novo Cabrais,RS,Extinta
1583,FACULDADE DE TECNOLOGIA DE INDAIATUBA,FATEC-ID,Pública,N,N,N,Faculdade,000000003520509,Indaiatuba,SP,Ativa
1424,FACULDADE PIO XII,PIO XII,Privada,N,N,N,Faculdade,000000003205200,Vila Velha,ES,Ativa
826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE,UNIDESC,Privada,N,N,N,Centro Universitário,000000005212501,Luziânia,GO,Ativa
3012,FAJOPA - FACULDADE JOÃO PAULO II,FAJOPA,Privada,N,N,N,Faculdade,000000003529005,Marília,SP,Ativa
2885,Faculdade Uninassau Belo Horizonte,null,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
1956,FACULDADE UNIRB - ALAGOAS,F. UNIRB,Privada,N,N,N,Faculdade,000000002704302,Maceió,AL,Ativa
959,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS,FAFIL,Privada,N,N,N,Faculdade,000000002513703,Santa Rita,PB,Extinta
16816,Faculdade do Vale,FAV,Privada,N,N,N,Faculdade,000000001506138,Redenção,PA,Ativa
23155,FACULDADE UNEX,UNEX,Privada,N,N,N,Faculdade,000000002925303,Porto Seguro,BA,Ativa
15922,Faculdade FABAD,FABAD,Privada,N,N,N,Faculdade,000000003538006,Pindamonhangaba,SP,Ativa
24507,Escola de Ensino Superior da Fipe,FipeEES,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
18471,Faculdades Aggeu Magalhães,FAMA,Privada,N,N,N,Faculdade,000000002613909,Serra Talhada,PE,Ativa
4398,INSTITUTO SUPERIOR DE EDUCAÇÃO DE GOIANA,I.S.E.G.,Pública,N,N,N,Faculdade,000000002606200,Goiana,PE,Ativa
1081,FACULDADE DE ENGENHARIA DE RESENDE,FER,Privada,N,N,N,Faculdade,000000003304201,Resende,RJ,Ativa
21310,Faculdade FARUS,FARUS,Privada,N,N,N,Faculdade,000000003145208,Nova Serrana,MG,Ativa
19791,Faculdade Pitágoras de Jaboatão dos Guararapes,,Privada,N,N,N,Faculdade,000000002607901,Jaboatão dos Guararapes,PE,Extinta
578,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Pública,N,N,N,Universidade,000000002927408,Salvador,BA,Ativa
23038,Faculdade de Educação e Tecnologia do Espírito Santo,FETES,Privada,N,N,N,Faculdade,000000003205002,Serra,ES,Ativa
2688,FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA,INESP,Privada,N,N,N,Faculdade,000000003524402,Jacareí,SP,Ativa
5466,FACULDADE DE CIÊNCIAS JURÍDICAS DE AIMORÉS,null,Privada,N,N,N,Faculdade,000000003101102,Aimorés,MG,Extinta
2497,CENTRO UNIVERSITÁRIO ATENEU,null,Privada,N,N,N,Centro Universitário,000000002304400,Fortaleza,CE,Ativa
20586,Faculdade Van Gogh,FVG,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
21872,Faculdade CENBRAP,CENBRAP,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
3173,FACULDADE DE TECNOLOGIA DO COMÉRCIO,FATEC-COMERCIO,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Extinta
22123,FACULDADE DE CIÊNCIAS JURÍDICAS ANHANGUERA DE ARAPIRACA,,Privada,N,N,N,Faculdade,000000002700300,Arapiraca,AL,Ativa
3881,FACULDADE DE INTEGRAÇÃO DO SERTÃO,FIS,Privada,N,N,N,Faculdade,000000002613909,Serra Talhada,PE,Ativa
1151,FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE,FANESE,Privada,N,N,N,Faculdade,000000002800308,Aracaju,SE,Ativa
3380,FACULDADE MISSIONEIRA DO PARANÁ,FAMIPAR,Privada,N,N,N,Faculdade,000000004104808,Cascavel,PR,Extinta
465,FACULDADE DE COMPUTAÇÃO E INFORMÁTICA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO,FCI-FAAP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
14161,Faculdade Única de Contagem,FUNIC,Privada,N,N,N,Faculdade,000000003118601,Contagem,MG,Ativa
14162,Faculdade Presidente Antônio Carlos de Governador Valadares,FAPAC - GV,Privada,N,N,N,Faculdade,000000003127701,Governador Valadares,MG,Ativa
22236,FACULDADE UNOPAR DE CIÊNCIAS JURÍDICAS DE SETE LAGOAS,,Privada,N,N,N,Faculdade,000000003167202,Sete Lagoas,MG,Ativa
24509,FACULDADE ESTÁCIO DE CANINDÉ,ESTÁCIO CANINDÉ,Privada,N,N,N,Faculdade,000000002302800,Canindé,CE,Ativa
17715,FACULDADE DE EDUCAÇÃO SUPERIOR DE PERNAMBUCO,FACESP,Privada,N,N,N,Faculdade,000000002611101,Petrolina,PE,Ativa
14412,FACULDADE DE TECNOLOGIA SENAI PERNAMBUCO,,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Ativa
14718,FACULDADE PARANÁ,FAP,Privada,N,N,N,Faculdade,000000004103701,Cambé,PR,Ativa
1504,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE MACEIÓ,UNINASSAUMACEI?,Privada,N,N,N,Centro Universitário,000000002704302,Maceió,AL,Ativa
25576,Faculdade TERZIUS,TERZIUS,Privada,N,N,N,Faculdade,000000003509502,Campinas,SP,Ativa
549,UNIVERSIDADE FEDERAL DO ACRE,UFAC,Pública,N,N,N,Universidade,000000001200401,Rio Branco,AC,Ativa
2188,INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE SION,ISE - SION,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Extinta
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Pública,N,N,N,Universidade,000000002611606,Recife,PE,Ativa
21321,Faculdade Sensu,FAS,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
1399,FACULDADE ANDREOTTI,FA,Privada,N,N,N,Faculdade,000000004126256,Sarandi,PR,Extinta
13938,FACULDADE DE MARÍLIA,FAMAR,Privada,N,N,N,Faculdade,000000003529005,Marília,SP,Ativa
1665,FACULDADE KENNEDY,FK,Privada,N,N,N,Faculdade,000000003136207,João Monlevade,MG,Extinta
19465,Faculdade Metropolitana de Petrolina,FAM,Privada,N,N,N,Faculdade,000000002611101,Petrolina,PE,Extinta
21949,INSTITUTO DE EDUCACAO SUPERIOR LATINOAMERICANO,SIGLA IESLA,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
4222,INSTITUTO SUPERIOR DE EDUCAÇÃO DE MATIAS BARBOSA,ISEMB,Privada,N,N,N,Faculdade,000000003140803,Matias Barbosa,MG,Extinta
12,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Pública,N,N,N,Universidade,000000004315602,Rio Grande,RS,Ativa
18210,FACULDADE UNINASSAU OLINDA,null,Privada,N,N,N,Faculdade,000000002609600,Olinda,PE,Extinta
18814,Faculdade Ibiapaba,,Privada,N,N,N,Faculdade,000000002313401,Tianguá,CE,Ativa
5046,FACULDADE POLIS DAS ARTES,null,Privada,N,N,N,Faculdade,000000003515004,Embu,SP,Extinta
14223,Faculdade Presidente Antônio Carlos de Central de Minas,FUNEES,Privada,N,N,N,Faculdade,000000003115706,Central de Minas,MG,Extinta
1575,CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ,UNIARAXÁ,Privada,N,N,N,Centro Universitário,000000003104007,Araxá,MG,Ativa
3980,FACULDADE CCI,FAC CCI,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
18066,Faculdade de Ciências e Tecnologia Paschoal Dantas,,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
24287,FACULDADE BIOPARK,,Privada,N,N,N,Faculdade,000000004127700,Toledo,PR,Ativa
4820,FACULDADE DE TECNOLOGIA SENAI ANTÔNIO ADOLPHO LOBBE,null,Privada,N,N,N,Faculdade,000000003548906,São Carlos,SP,Ativa
14408,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA",IFB,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000005300108,Brasília,DF,Ativa
2174,FACULDADE DE SANTA CATARINA,FASC,Privada,N,N,N,Faculdade,000000004216602,São José,SC,Ativa
650,FACULDADE DE AVARÉ,IESA/FACCAA,Privada,N,N,N,Faculdade,000000003504503,Avaré,SP,Extinta
741,ESCOLA SUPERIOR DE SECRETARIADO DE PERNAMBUCO,ESUSPE,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Extinta
954,Faculdade SNA Digital,SNA Digital,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
1617,FACULDADE DE CIÊNCIAS ECONÔMICAS DA REGIÃO CARBONÍFERA,FACIERC,Privada,N,N,N,Faculdade,000000004204608,Criciúma,SC,Extinta
1248,FACULDADE DE PEDAGOGIA,ANAEC,Privada,N,N,N,Faculdade,000000005006200,Nova Andradina,MS,Ativa
14901,FACULDADE INTEGRADA CARAJÁS,FIC,Privada,N,N,N,Faculdade,000000001506138,Redenção,PA,Ativa
2478,FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL,FISUL,Privada,N,N,N,Faculdade,000000004308607,Garibaldi,RS,Ativa
20591,FACULDADE UNIS POUSO ALEGRE,null,Privada,N,N,N,Faculdade,000000003152501,Pouso Alegre,MG,Ativa
4162,Faculdade SENAC Goiás,FacSenacGO,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
4610,FACULDADE DE TECNOLOGIA ASSESSORITEC,null,Privada,N,N,N,Faculdade,000000004209102,Joinville,SC,Ativa
22533,Faculdade Norte-Sul,FANS,Privada,N,N,N,Faculdade,000000004214805,Rio do Sul,SC,Ativa
1301,INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR,IMMES,Privada,N,N,N,Faculdade,000000003529302,Matão,SP,Ativa
23110,Faculdades FAMEP Unidade Teresina - P,FAMEP,Privada,N,N,N,Faculdade,000000002211001,Teresina,PI,Ativa
16895,INSTITUTO POLITÉCNICO DOCTUM DE VITÓRIA,null,Privada,N,N,N,Faculdade,000000003205309,Vitória,ES,Ativa
4714,Faculdade de Ensino Regional Alternativa,FERA,Privada,N,N,N,Faculdade,000000002700300,Arapiraca,AL,Ativa
1852,FACULDADE SABERES,SABERES,Privada,N,N,N,Faculdade,000000003205309,Vitória,ES,Ativa
1679,FACULDADE DE CAMPINA GRANDE DO SUL,FACSUL,Privada,N,N,N,Faculdade,000000004104006,Campina Grande do Sul,PR,Ativa
651,FACULDADE DE ADMINISTRAÇÃO DE GOVERNADOR VALADARES,FAGV,Privada,N,N,N,Faculdade,000000003127701,Governador Valadares,MG,Extinta
5215,CENTRO UNIVERSITÁRIO PADRE ALBINO,null,Privada,N,N,N,Centro Universitário,000000003511102,Catanduva,SP,Ativa
19210,Faculdades Integradas de Taguaí,FIT,Privada,N,N,N,Faculdade,000000003553005,Taguaí,SP,Ativa
2514,Faculdade de Ciências Educacionais do Rio Grande do Norte,FACERN,Privada,N,N,N,Faculdade,000000002408102,Natal,RN,Ativa
18454,Faculdade Una de Sete Lagoas,Unaset,Privada,N,N,N,Faculdade,000000003167202,Sete Lagoas,MG,Ativa
16010,FACULDADE DE ENSINO SUPERIOR DE LINHARES,FACELI,Pública,N,N,N,Faculdade,000000003203205,Linhares,ES,Ativa
3485,INSTITUTO SUPERIOR DE EDUCAÇÃO DO ALTO SÃO FRANCISCO,ISAF,Pública,N,N,N,Faculdade,null,null,null,Extinta
4200,FACULDADE DE COMUNICAÇÃO SOCIAL DE PASSOS,FACOMP,Pública,N,N,N,Faculdade,null,null,null,Extinta
647,FACULDADE DE ENFERMAGEM LUIZA DE MARILLAC,FELM,Privada,N,S,N,Faculdade,null,null,null,Extinta
3732,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,null,Pública,N,N,N,Faculdade,null,null,null,Extinta
5430,FACULDADE DE TECNOLOGIA DE MINAS GERAIS - FATEMIG,null,Privada,N,N,N,Faculdade,null,null,null,Extinta
25348,FACULDADE CRISTÃ DE EDUCAÇÃO SUPERIOR,FACES,Privada,N,N,N,Faculdade,null,null,null,Ativa
4073,FACULDADE DE TECNOLOGIA IPIRANGA,FAC. IPIRANGA,Privada,N,N,N,Faculdade,null,null,null,Extinta
22143,Faculdade de Ciências Jurídicas de São José do Rio Preto,,Privada,N,N,N,Faculdade,null,null,null,Extinta
25590,ESCOLA DE GOVERNO EM SAÚDE PÚBLICA DE PERNAMBUCO,ESPPE,Pública,N,N,N,Escola de Governo,null,null,null,Ativa
14002,Faculdade dos Guararapes,FG,Privada,N,N,N,Faculdade,null,null,null,Extinta
1439,FACULDADE DE CIÊNCIAS ECONÔMICAS,FACAMP,Privada,N,N,N,Faculdade,null,null,null,Extinta
14609,FACULDADE DE TECNOLOGIA SENAI CONDE JOSÉ VICENTE DE AZEVEDO,,Privada,N,N,N,Faculdade,null,null,null,Extinta
19851,FACULDADE MAURÍCIO DE NASSAU DE SÃO JOSÉ DOS CAMPOS,FMN SJ CAMPOS,Privada,N,N,N,Faculdade,null,null,null,Extinta
12847,FACULDADE EDUCACIONAL DE FRANCISCO BELTRÃO,FEFB,Privada,N,N,N,Faculdade,null,null,null,Extinta
1124,Faculdade Dom Pedro II de Barreiras,DP II Barreiras,Privada,N,N,N,Faculdade,null,null,null,Extinta
1692,ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE PORTO FERREIRA,ESPF,Privada,N,N,N,Faculdade,null,null,null,Extinta
2551,Faculdade Uninassau Aliança - Redenção,Nassau Aliança,Privada,N,N,N,Faculdade,null,null,null,Em atividade
2813,INSTITUTO SUPERIOR DE EDUCAÇÃO CAPIMGROSSENSE,ISEC,Privada,N,N,N,Faculdade,null,null,null,Extinta
268,FACULDADE DE DIREITO DA ALTA PAULISTA,FADAP,Privada,N,N,N,Faculdade,null,null,null,Extinta
19333,FACULDADE UNINASSAU FORTALEZA - PARANGABA,null,Privada,N,N,N,Faculdade,null,null,null,Extinta
22170,Faculdade de Ciências Jurídicas de Mogi Guaçu,,Privada,N,N,N,Faculdade,null,null,null,Extinta
22135,Faculdade de Ciências Jurídicas de Irecê,,Privada,N,N,N,Faculdade,null,null,null,Extinta
5222,ESCOLA AGROTÉCNICA FEDERAL DE SOUSA,null,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",null,null,null,Extinta
26575,Fundação Escola de Governo ENA,ENA,Pública,N,N,N,Escola de Governo,null,null,null,Ativa
397,FACULDADE RUY BARBOSA DE TECNOLOGIA EM PROCESSAMENTO DE DADOS,FRBTPD,Privada,N,N,N,Faculdade,null,null,null,Extinta
1114,FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS RIO BRANCO - FIRB,FIRB,Privada,N,N,N,Faculdade,null,null,null,Extinta
21816,FACULDADE UNINTA,null,Privada,N,S,N,Faculdade,null,null,null,Extinta
18716,FACULDADE DE INOVAÇÃO TECNOLÓGICA DE LONDRINA,FAC-CESUMAR,Privada,N,N,N,Faculdade,null,null,null,Extinta
4253,ESCOLA AGROTÉCNICA FEDERAL DE CONCÓRDIA,EAFC,Pública,N,N,N,Faculdade,null,null,null,Extinta
21800,Escola Superior da Magistratura Tocantinense,ESMAT,Pública,N,N,N,Escola de Governo,null,null,null,Ativa
3367,INSTITUTO SUPERIOR DE EDUCAÇÃO DE OLIVEIRA,ISEOL,Privada,N,N,N,Faculdade,null,null,null,Extinta
19733,FACULDADE RENOVAÇÃO DE PONTA GROSSA,RENOVAÇÃO,Privada,N,N,N,Faculdade,null,null,null,Extinta
21438,Faculdade Wyden São Paulo,Wyden SP,Privada,N,N,N,Faculdade,null,null,null,Extinta
3310,FACULDADE DE TECNOLOGIA DA AMAZÔNIA,FAZ,Privada,N,N,N,Faculdade,null,null,null,Extinta
1662,Faculdade Doctum de Administração e Educação de Vitória,DOCTUM,Privada,N,N,N,Faculdade,null,null,null,Extinta
292,FACULDADE DE CIÊNCIAS DA SAÚDE DE JOINVILLE,FCSJ,Privada,N,N,N,Faculdade,null,null,null,Extinta
18714,FACULDADE DE INOVAÇÃO TECNOLÓGICA DE PONTA GROSSA,FAC-CESUMAR,Privada,N,N,N,Faculdade,null,null,null,Extinta
4379,UNIVERSIDADE ESTADUAL DO PIAUÍ,null,Pública,N,N,N,Universidade,null,null,null,Extinta
3484,FACULDADE DE CIÊNCIAS GERENCIAIS,FACIG,Privada,N,N,N,Faculdade,null,null,null,Extinta
3483,INSTITUTO SUPERIOR DE EDUCAÇÃO DE CLÁUDIO,ISEC,Pública,N,N,N,Faculdade,null,null,null,Extinta
5769,Faculdade de Tecnologia de Jales,null,Pública,N,N,N,Faculdade de Tecnologia,null,null,null,Extinta
19375,FACULDADES INTEGRADAS CESUMAR,CESUMAR,Privada,N,N,N,Faculdade,null,null,null,Extinta
1707,FACULDADE DE CIÊNCIAS CONTÁBEIS DE RECIFE,FACCOR,Privada,N,N,N,Faculdade,null,null,null,Extinta
11751,Faculdade Pitágoras de Tecnologia de Betim,PIT Betim,Privada,N,N,N,Faculdade,null,null,null,Extinta
1802,FACULDADE DE CIÊNCIAS DA SAÚDE,FASU,Privada,N,N,N,Faculdade,null,null,null,Extinta
3459,INSTITUTO DE ENSINO SUPERIOR E PESQUISA,INESP,Pública,N,N,N,Faculdade,null,null,null,Extinta
